Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,
699,C. CRIMES AGAINST WOMEN,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC/296 & 79 BNS if victim is a woman),NA,228,27,39,32,,399,,,,
700,C. CRIMES AGAINST WOMEN,Murder for Dowry - by burning (Sec.302 IPC/103 BNS),NA,1,0,0,0,,,,,,
701,C. CRIMES AGAINST WOMEN,"Murder for Dowry - by other means
(Sec.302 IPC/103 BNS)",NA,5,3,0,1,,,,,,
702,C. CRIMES AGAINST WOMEN,Murder for other reasons,NA,210,24,29,19,668,,,,,
703,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by burning (Sec.307 IPC/109 BNS),NA,1,0,0,0,37,,738,,,327
704,C. CRIMES AGAINST WOMEN,Attempt to Commit Murder for dowry by other means (Sec.307 IPC/109 BNS),NA,12,2,0,2,631,,34,,,11
705,C. CRIMES AGAINST WOMEN,Attempt to Commit murder for other reasons,NA,575,47,99,66,213,,704,,,316
706,C. CRIMES AGAINST WOMEN,"Dowry Death-by burning
(Sec.304-B IPC/80 BNS)",NA,1,0,0,0,16,,459-32,,,
707,C. CRIMES AGAINST WOMEN,Dowry Death-by other Means (Sec.304(B) IPC/80 BNS),NA,69,10,7,12,197,,,,,
708,C. CRIMES AGAINST WOMEN,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC/85 BNS),NA,1677,219,249,262,,,,,588,
709,C. CRIMES AGAINST WOMEN,Abetment of Suicide (Sec.306 IPC/108 BNS),NA,98,13,10,18,,408,,,13,
710,C. CRIMES AGAINST WOMEN,Immoral Traffic (prevention) Act.,NA,203,24,50,37,,,,,575,
711,C. CRIMES AGAINST WOMEN,Indecent Representation of Women(Prohibition) Act-1986,NA,1134,151,191,184,,,,,,
712,C. CRIMES AGAINST WOMEN,Pornography (Sec.292 to 294 IPC/294 TO 296 BNS),NA,1,0,0,0,,,224,,,
713,C. CRIMES AGAINST WOMEN,"Offences against Public Servants  (Sec 182-188,332,333,353IPC/217-223,121(1),121(2),132 BNS)",NA,78,6,12,12,,,,393,,
714,C. CRIMES AGAINST WOMEN,Offences related to Marriage,NA,19,3,3,2,,,,29,,
715,C. CRIMES AGAINST WOMEN,Cyber Crimes,NA,2635,628,389,403,,,,364,,
716,D.CRIME AGAINST CHILDREN,"Infanticide/ Foeticide 
(Sec. 315 IPC/91 BNS)",NA,5,0,1,1,,,,,,
717,D.CRIME AGAINST CHILDREN,Rape on Minor,NA,0,0,0,0,,,,,,
718,D.CRIME AGAINST CHILDREN,Exposure & abandonment (Sec. 317 IPC/93 BNS),NA,37,7,4,7,,,,,,
719,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,For Ransom - of Children,5,0,1,0,,,,,,
720,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,of Children - for begging,0,0,0,0,,,,,,
721,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,of Girls - Immoral Purpose,0,0,0,0,,,,,,
722,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,With intent to Steal from Child,0,0,0,0,,,,,,
723,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,Lawful Guardianship,1,1,0,0,,,,,,
724,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,Procuration of Minor Girls - For Prostitution,0,0,0,0,,,,2327,,
725,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,Procuration of Minor Girls - Importing of Girl,0,0,0,0,,,,16,,
726,D.CRIME AGAINST CHILDREN,Kidnapping & Abduction of Children,Procuration of Minor Girls - For Other Purposes,10,2,2,0,,,,2311,,
727,D.CRIME AGAINST CHILDREN,Selling of girls for Prostitution (Sec.372 IPC/98 BNS),NA,0,0,0,0,,,,,,
728,D.CRIME AGAINST CHILDREN,The Prohibition of Child Marriage Act - 2006,NA,123,15,26,18,,,,,,
729,D.CRIME AGAINST CHILDREN,POCSO Act,NA,2547,335,347,337,,,,,,
730,D.CRIME AGAINST CHILDREN,Death of Children due to miscarriage,NA,13,2,3,1,,,,,,
731,D.CRIME AGAINST CHILDREN,Juvenile Justice Act,NA,97,7,6,12,,,,,,
732,D.CRIME AGAINST CHILDREN,Child Labour (Pro.& Reg.) Act,NA,53,7,12,17,,,,,,
733,D.CRIME AGAINST CHILDREN,Probation of Offenders Act,NA,0,0,0,0,,,,,,
734,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Murder,NA,48,6,6,5,,,,,,
735,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Rape,NA,89,9,13,12,,,,,,
736,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Kidnapping,NA,104,11,12,16,,,,,,
737,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the Protection of Civil Rights Act.,NA,6,0,0,1,,,,,,
738,"    E. CRIME AGAINST SCHEDULED CASTES /TRIBES BY NON SCs/STs 
",Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),NA,1094,135,161,184,,,,,,
